,ID,Name,RA,DEC,Obj. Type,Repeater of Primary Burst,DM,DM-Err,DM-Units,Gal. DM Limit,Gal. DM Model,Barycentric Datetime,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery_time_inff,time_delay,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
73,56396,FRB 20190925A,08:08:40.800,+46:16:12.00,FRB,20190907A,307.32,3.23,pc/cc,53.34,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,56023911,,,1,1,2020-03-27,,,307122845.9296661,-7.963333908123594,2019-09-25 15:54:10.893,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
74,56395,FRB 20190915A,08:02:52.800,+46:16:12.00,FRB,20190907A,308.94,1.62,pc/cc,54.69,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,54752563,,,1,1,2020-03-27,,,306260856.29868835,-8.005311654222645,2019-09-15 16:27:41.304,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
75,96792,FRB 20190912A,16:15:00.000,+22:24:00.00,FRB,,211.89,1.62,pc/cc,33.02,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,chimefrb_54231573,,,1,1,2022-11-02,,,305945424.9014663,-5.490533716622115,2019-09-12 00:50:27.392,CHIME_FRB_bot,,2022TNSFR3214....1C,,
76,56394,FRB 20190907A,08:08:50.400,+46:16:12.00,FRB,20190907A,307.32,3.23,pc/cc,53.34,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,52839758,,,1,1,2020-03-27,,,305571762.7986661,-7.963333908123594,2019-09-07 17:02:47.762,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
77,56393,FRB 20190825C,02:11:43.200,+65:43:48.00,FRB,20180916B,347.76,1.62,pc/cc,193.22,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,51101285,,,1,1,2020-03-27,,,304430018.84477717,-9.011222829262858,2019-08-25 11:53:44.856,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
78,56392,FRB 20190825B,01:57:52.800,+65:43:12.00,FRB,20180916B,346.14,3.23,pc/cc,198.56,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,51101217,,,1,1,2020-03-27,,,304429917.04375494,-8.969245083163806,2019-08-25 11:52:03.013,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
79,56391,FRB 20190825A,01:58:28.800,+65:43:48.00,FRB,20180916B,347.76,1.62,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,51101068,,,1,1,2020-03-27,,,304429701.62977713,-9.011222829262858,2019-08-25 11:48:27.641,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
80,56390,FRB 20190824A,22:07:09.600,+17:22:48.00,FRB,20190117A,397.9,3.23,pc/cc,48.23,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,50909512,,,1,1,2020-03-27,,,304329534.26354,-10.31045998321742,2019-08-24 07:59:01.574,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
81,56389,FRB 20190817A,04:21:52.800,+73:39:00.00,FRB,20180814A,187.63,6.47,pc/cc,104.66,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,49511551,,,1,1,2020-03-27,,,303748795.951096,-4.861904012694358,2019-08-17 14:39:57.813,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
82,56388,FRB 20190815A,22:06:38.400,+17:22:12.00,FRB,20190117A,397.9,3.23,pc/cc,48.36,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,49083177,,,1,1,2020-03-27,,,303554024.98654,-10.31045998321742,2019-08-15 08:33:52.297,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
83,56387,FRB 20190810B,02:00:40.800,+65:43:48.00,FRB,20180916B,346.14,3.23,pc/cc,197.95,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,47583802,,,1,1,2020-03-27,,,303137377.54775494,-8.969245083163806,2019-08-10 12:49:43.517,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
84,56386,FRB 20190810A,22:07:14.400,+17:22:12.00,FRB,20190117A,397.9,3.23,pc/cc,48.22,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,47566210,,,1,1,2020-03-27,,,303123142.41654,-10.31045998321742,2019-08-10 08:52:29.727,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
85,56385,FRB 20190809A,01:57:50.400,+65:43:48.00,FRB,20180916B,352.61,3.23,pc/cc,198.56,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,47313912,,,1,1,2020-03-27,,,303051043.12710303,-9.13689694567051,2019-08-09 12:50:49.264,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
86,56384,FRB 20190806A,19:39:43.200,+59:24:00.00,FRB,20190417A,1384.58,12.94,pc/cc,77.98,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,46802190,,,1,1,2020-03-27,,,302769396.69150144,-35.87749857643422,2019-08-06 06:37:09.569,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
87,56383,FRB 20190718A,13:00:40.800,+74:13:12.00,FRB,20180908A,194.1,12.94,pc/cc,38.31,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,44805743,,,1,1,2020-03-27,,,301108280.84544414,-5.029555875201059,2019-07-18 01:11:22.875,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
88,56382,FRB 20190702B,13:52:36.000,+48:15:00.00,FRB,20190303A,223.21,3.23,pc/cc,29.36,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43265588,,,1,1,2020-03-27,,,299733280.20614034,-5.783859695536468,2019-07-02 03:14:42.990,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
89,56381,FRB 20190702A,12:32:26.400,+74:13:12.00,FRB,20180908A,195.72,1.62,pc/cc,38.42,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43263682,,,1,1,2020-03-27,,,299728692.60646635,-5.0715336213001105,2019-07-02 01:58:14.678,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
90,55940,FRB 20190701E,09:14:19.200,+61:52:48.00,FRB,,888.01,1.62,pc/cc,42.46,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43253151,,,1,1,2021-06-09,,,299716303.5897171,-23.010282909517223,2019-07-01 22:32:03.600,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
91,55939,FRB 20190701D,07:28:09.600,+66:41:24.00,FRB,,934.91,3.23,pc/cc,56.07,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43246206,,,1,1,2021-06-09,,,299710426.6734354,-24.225564571273683,2019-07-01 20:54:07.899,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
92,55938,FRB 20190701C,06:24:33.600,+81:38:24.00,FRB,,972.12,1.62,pc/cc,58.67,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43244763,,,1,1,2021-06-09,,,299705812.6722429,-25.189757122104346,2019-07-01 19:37:14.862,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
93,55937,FRB 20190701B,20:10:36.000,+80:10:48.00,FRB,,748.9,1.62,pc/cc,61.31,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43168950,,,1,1,2021-06-09,,,299670627.0713617,-19.405638304678376,2019-07-01 09:50:43.477,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
94,55936,FRB 20190701A,18:29:45.600,+59:02:24.00,FRB,,635.68,1.62,pc/cc,54.31,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43153989,,,1,1,2021-06-09,,,299663518.96113974,-16.471860271755844,2019-07-01 07:52:12.433,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
95,55935,FRB 20190630D,09:33:38.400,+08:54:00.00,FRB,,321.88,1.62,pc/cc,43.63,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43123299,,,1,1,2021-06-09,,,299631588.6413846,-8.340615379236048,2019-06-30 22:59:53.982,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
96,55934,FRB 20190630C,04:33:07.200,+81:07:12.00,FRB,,1659.55,3.23,pc/cc,67.97,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43098433,,,1,1,2021-06-09,,,299612974.1304268,-43.002573172024306,2019-06-30 17:50:14.133,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
97,55933,FRB 20190630B,21:52:55.200,+43:00:36.00,FRB,,653.47,6.47,pc/cc,150.51,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43054366,,,1,1,2021-06-09,,,299589542.91516185,-16.932838113176903,2019-06-30 11:19:16.848,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
98,55124,FRB 20190630A,22:06:38.400,+17:22:12.00,FRB,20190117A,401.14,12.94,pc/cc,48.22,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,43055069,,,1,1,2020-03-27,,,299590477.1285845,-10.394415475415522,2019-06-30 11:34:44.523,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
99,55932,FRB 20190629A,00:25:36.000,+12:40:12.00,FRB,,503.04,1.62,pc/cc,35.14,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42964441,,,1,1,2021-06-09,,,299512418.54913247,-13.034867529423705,2019-06-29 13:53:48.584,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
100,55931,FRB 20190628C,00:46:04.800,+48:26:24.00,FRB,,1740.43,6.47,pc/cc,98.71,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42842438,,,1,1,2021-06-09,,,299427709.582649,-45.098351014302835,2019-06-28 14:22:31.681,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
101,55930,FRB 20190628B,16:33:48.000,+80:18:00.00,FRB,,405.99,1.62,pc/cc,46.95,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42809769,,,1,1,2021-06-09,,,299397403.12591046,-10.520089591823174,2019-06-28 05:56:50.646,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
102,55929,FRB 20190628A,13:16:12.000,+51:45:00.00,FRB,,745.67,1.62,pc/cc,29.82,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42800571,,,1,1,2021-06-09,,,299386293.4910581,-19.32194193436978,2019-06-28 02:51:49.813,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
103,55928,FRB 20190627D,19:41:21.600,+43:50:24.00,FRB,,1999.23,6.47,pc/cc,132.24,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42637411,,,1,1,2021-06-09,,,299323262.90057445,-51.80442551457091,2019-06-27 09:21:51.705,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
104,55927,FRB 20190627C,17:50:50.400,+71:34:48.00,FRB,,968.88,1.62,pc/cc,47.96,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42630260,,,1,1,2021-06-09,,,299316179.95519835,-25.105801629906246,2019-06-27 07:23:22.061,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
105,55926,FRB 20190627B,17:05:38.400,+40:47:24.00,FRB,,428.64,1.62,pc/cc,42.04,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42625856,,,1,1,2021-06-09,,,299313977.34799933,-11.107000671541382,2019-06-27 06:46:25.455,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
106,55925,FRB 20190627A,13:03:45.600,+00:45:00.00,FRB,,402.76,1.62,pc/cc,30.46,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42608900,,,1,1,2021-06-09,,,299299600.0286068,-10.436393221514574,2019-06-27 02:46:47.465,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
107,56380,FRB 20190626A,04:49:38.400,+73:39:36.00,FRB,20180814A,194.1,12.94,pc/cc,82.69,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42545361,,,1,1,2020-03-27,,,299270270.7504441,-5.029555875201059,2019-06-26 18:37:52.780,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
108,56379,FRB 20190625E,03:57:19.200,+73:38:24.00,FRB,20180814A,187.63,6.47,pc/cc,92.53,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42435604,,,1,1,2020-03-27,,,299180624.905096,-4.861904012694358,2019-06-25 17:43:46.767,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
109,55924,FRB 20190625D,07:40:16.800,+04:51:36.00,FRB,,716.55,1.62,pc/cc,101.13,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42450024,,,1,1,2021-06-09,,,299194021.894621,-18.56737899214487,2019-06-25 21:27:17.462,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
110,55923,FRB 20190625C,04:53:02.400,+11:19:12.00,FRB,,441.58,1.62,pc/cc,76.86,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42440661,,,1,1,2021-06-09,,,299183779.4196956,-11.442304396554785,2019-06-25 18:36:27.862,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
111,55921,FRB 20190625A,15:11:48.000,+32:52:48.00,FRB,,297.62,12.94,pc/cc,23.25,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42370298,,,1,1,2021-06-09,,,299134961.4990144,-7.711985675308291,2019-06-25 05:02:46.211,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
112,55920,FRB 20190624B,20:18:26.400,+73:35:24.00,FRB,,215.13,1.62,pc/cc,69.81,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42295086,,,1,1,2021-06-09,,,299110263.8365108,-5.574489208820216,2019-06-24 22:11:06.411,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
113,55919,FRB 20190624A,11:13:00.000,+69:37:12.00,FRB,,973.73,3.23,pc/cc,37.73,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42186702,,,1,1,2021-06-09,,,299034557.24352425,-25.2314757463139,2019-06-24 01:09:39.475,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
114,55918,FRB 20190623C,12:52:02.400,+86:01:48.00,FRB,,1049.76,1.62,pc/cc,49.39,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42095127,,,1,1,2021-06-09,,,298998460.3564206,-27.201579472184772,2019-06-23 15:08:04.558,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
115,55917,FRB 20190623B,22:20:52.800,+46:07:12.00,FRB,,1554.41,1.62,pc/cc,143.8,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42083844,,,1,1,2021-06-09,,,298988180.8818344,-40.27816562581803,2019-06-23 12:16:58.160,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
116,55916,FRB 20190623A,18:02:02.400,+24:31:12.00,FRB,,1082.11,1.62,pc/cc,74.35,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,42059187,,,1,1,2021-06-09,,,298972566.5911612,-28.039838784718278,2019-06-23 07:56:31.631,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
117,55915,FRB 20190622A,19:53:14.400,+85:49:12.00,FRB,,1120.93,1.62,pc/cc,56.82,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41965143,,,1,1,2021-06-09,,,298892751.69525003,-29.045749959758492,2019-06-22 09:46:17.741,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
118,55914,FRB 20190621D,18:01:38.400,+78:54:00.00,FRB,,645.38,1.62,pc/cc,50.5,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41872738,,,1,1,2021-06-09,,,298800882.6507915,-16.723208504571147,2019-06-21 08:14:56.374,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
119,55913,FRB 20190621C,13:46:28.800,+05:13:48.00,FRB,,570.98,1.62,pc/cc,25.6,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41866523,,,1,1,2021-06-09,,,298784970.15165836,-14.795341646688824,2019-06-21 03:49:41.947,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
120,55912,FRB 20190621B,12:52:33.600,+55:38:24.00,FRB,,1059.46,1.62,pc/cc,30.89,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41866423,,,1,1,2021-06-09,,,298781547.9020723,-27.452927705000075,2019-06-21 02:52:52.355,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
121,55123,FRB 20190621A,12:05:55.200,+74:12:36.00,FRB,20180908A,197.33,3.23,pc/cc,38.84,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41866365,,,1,1,2020-03-27,,,298779681.81474775,-5.113252245509661,2019-06-21 02:21:23.928,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
122,55911,FRB 20190619D,07:39:12.000,+41:35:24.00,FRB,,375.26,12.94,pc/cc,64.09,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41802046,,,1,1,2021-06-09,,,298676985.385192,-9.723808025388715,2019-06-19 21:49:52.109,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
123,55910,FRB 20190619C,02:33:09.600,+36:19:48.00,FRB,,486.87,1.62,pc/cc,69.3,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41788644,,,1,1,2021-06-09,,,298658786.6741326,-12.6158674341017,2019-06-19 16:46:36.290,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
124,55909,FRB 20190619B,15:25:50.400,+82:09:00.00,FRB,,270.12,1.62,pc/cc,46.11,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41750859,,,1,1,2021-06-09,,,298619145.6115995,-6.999400479182433,2019-06-19 05:45:49.611,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
125,55908,FRB 20190619A,11:00:28.800,+68:22:12.00,FRB,,897.71,1.62,pc/cc,37.73,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41742525,,,1,1,2021-06-09,,,298602976.2873689,-23.26163114233253,2019-06-19 01:16:36.549,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
126,55907,FRB 20190618A,21:25:04.800,+25:25:48.00,FRB,,228.07,1.62,pc/cc,77.24,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41710598,,,1,1,2021-06-09,,,298554129.536207,-5.90979293383362,2019-06-18 11:42:12.446,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
127,55906,FRB 20190617C,08:57:33.600,+35:42:00.00,FRB,,637.29,3.23,pc/cc,45.38,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41692959,,,1,1,2021-06-09,,,298509204.11842114,-16.513578895965395,2019-06-17 23:13:37.632,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
128,55905,FRB 20190617B,03:45:52.800,+01:09:36.00,FRB,,274.97,3.23,pc/cc,43.76,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41683788,,,1,1,2021-06-09,,,298490696.49292535,-7.1250745955900845,2019-06-17 18:05:00.618,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
129,55904,FRB 20190617A,11:48:02.400,+83:52:12.00,FRB,,195.72,1.62,pc/cc,47.45,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41643446,,,1,1,2021-06-09,,,298433557.5144664,-5.0715336213001105,2019-06-17 02:12:39.586,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
130,55903,FRB 20190616A,15:36:16.800,+34:29:24.00,FRB,,211.89,1.62,pc/cc,25.45,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41597828,,,1,1,2021-06-09,,,298360594.1994663,-5.490533716622115,2019-06-16 05:56:36.690,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
131,55902,FRB 20190614C,23:46:09.600,+35:54:36.00,FRB,,585.53,3.23,pc/cc,57.48,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41507681,,,1,1,2021-06-09,,,298217578.354636,-15.172363995911779,2019-06-14 14:13:10.527,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
132,55901,FRB 20190614B,22:11:33.600,+24:41:24.00,FRB,,580.68,1.62,pc/cc,54.97,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41499288,,,1,1,2021-06-09,,,298212081.3673101,-15.046689879504127,2019-06-14 12:41:33.414,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
133,55900,FRB 20190614A,11:53:43.200,+88:18:36.00,FRB,,1062.7,1.62,pc/cc,52.91,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41473417,,,1,1,2021-06-09,,,298179950.9311168,-27.53688319719818,2019-06-14 03:46:15.468,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
134,55899,FRB 20190613B,04:23:40.800,+42:40:12.00,FRB,,286.3,1.62,pc/cc,169.37,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41464641,,,1,1,2021-06-09,,,298148178.87534034,-7.418659696393938,2019-06-13 18:56:23.294,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
135,55898,FRB 20190613A,17:09:43.200,+18:51:00.00,FRB,,714.93,3.23,pc/cc,53.55,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41422618,,,1,1,2021-06-09,,,298107908.37959874,-18.525401246045817,2019-06-13 07:45:23.905,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
136,61446,FRB 20190612C,05:15:26.400,+61:00:00.00,FRB,,1638.52,1.62,pc/cc,108.46,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41412448,,,1,1,2021-06-09,,,298065513.6773602,-42.45763983840515,2019-06-12 19:59:13.135,CHIME_FRB_bot,,2021TNSFR2008....1C,,
137,55897,FRB 20190612B,14:48:60.000,+04:07:48.00,FRB,,186.01,1.62,pc/cc,27.94,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41366878,,,1,1,2021-06-09,,,298013440.94707376,-4.819926266595306,2019-06-12 05:30:42.767,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
138,55896,FRB 20190612A,09:52:21.600,+70:25:12.00,FRB,,427.02,12.94,pc/cc,41.64,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41365524,,,1,1,2021-06-09,,,297995811.62597704,-11.06502292544233,2019-06-12 00:36:59.691,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
139,56378,FRB 20190611A,04:05:31.200,+73:38:24.00,FRB,20180814A,187.63,6.47,pc/cc,88.35,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41358073,,,1,1,2020-03-27,,,297975160.651096,-4.861904012694358,2019-06-11 18:52:42.513,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
140,55895,FRB 20190609D,07:42:43.200,+51:41:24.00,FRB,,509.51,1.62,pc/cc,57.8,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41257959,,,1,1,2021-06-09,,,297815584.3924806,-13.202519391930405,2019-06-09 22:33:14.595,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
141,55894,FRB 20190609C,04:52:50.400,+24:03:36.00,FRB,,480.4,1.62,pc/cc,112.89,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41252817,,,1,1,2021-06-09,,,297805139.8827844,-12.448215571594998,2019-06-09 19:39:09.331,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
142,55893,FRB 20190609B,14:06:52.800,+88:12:36.00,FRB,,292.77,1.62,pc/cc,53.09,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41242296,,,1,1,2021-06-09,,,297794856.57868844,-7.586311558900639,2019-06-09 16:47:41.165,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
143,55892,FRB 20190609A,23:08:02.400,+87:57:00.00,FRB,,315.41,1.62,pc/cc,58.02,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41208961,,,1,1,2021-06-09,,,297744356.9910365,-8.172963516729347,2019-06-09 02:46:02.164,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
144,55891,FRB 20190608A,23:57:02.400,+19:10:12.00,FRB,,719.79,1.62,pc/cc,38.78,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41189480,,,1,1,2021-06-09,,,297701576.6286655,-18.651334484342968,2019-06-08 14:53:12.280,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
145,55890,FRB 20190607B,02:48:04.800,+49:37:48.00,FRB,,289.53,1.62,pc/cc,138.66,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41119469,,,1,1,2021-06-09,,,297625313.30164397,-7.5023560667025375,2019-06-07 17:41:57.804,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
146,55889,FRB 20190607A,01:44:57.600,+23:34:12.00,FRB,,559.65,3.23,pc/cc,43.88,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41109556,,,1,1,2021-06-09,,,297621561.1402435,-14.501756545884971,2019-06-07 16:39:32.642,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
147,55888,FRB 20190606B,07:12:43.200,+86:51:36.00,FRB,,274.97,3.23,pc/cc,54.91,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,41006263,,,1,1,2021-06-09,,,297555574.16392535,-7.1250745955900845,2019-06-06 22:19:38.289,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
148,55122,FRB 20190606A,14:35:36.000,+53:16:48.00,FRB,20190604A,551.57,1.62,pc/cc,31.65,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40949542,,,1,1,2020-03-27,,,297495260.228614,-14.29238605916872,2019-06-06 05:34:31.521,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
149,55887,FRB 20190605D,01:47:00.000,+28:37:12.00,FRB,,1653.08,3.23,pc/cc,48.99,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40749955,,,1,1,2021-06-09,,,297449546.2590787,-42.834921309517604,2019-06-05 16:53:06.094,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
150,55886,FRB 20190605C,11:13:31.200,-05:11:24.00,FRB,,186.01,1.62,pc/cc,37.93,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40608623,,,1,1,2021-06-09,,,297397245.13307375,-4.819926266595306,2019-06-05 02:20:46.953,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
151,55121,FRB 20190605B,01:57:52.800,+65:43:48.00,FRB,20180916B,349.38,12.94,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40750656,,,1,1,2020-03-27,,,297450144.9827994,-9.053200575361906,2019-06-05 17:02:31.036,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
