,ID,Name,RA,DEC,Obj. Type,Repeater of Primary Burst,DM,DM-Err,DM-Units,Gal. DM Limit,Gal. DM Model,Barycentric Datetime,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery_time_inff,time_delay,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
152,55120,FRB 20190605A,01:43:31.200,+65:43:12.00,FRB,20180916B,352.61,3.23,pc/cc,93.51,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40750224,,,1,1,2020-03-27,,,297449758.76110303,-9.13689694567051,2019-06-05 16:56:04.898,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
153,55885,FRB 20190604G,08:03:04.800,+59:30:00.00,FRB,,231.3,1.62,pc/cc,51.49,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40594289,,,1,1,2021-06-09,,,297385943.5605107,-5.993489304142221,2019-06-04 23:12:26.554,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
154,55884,FRB 20190604F,01:59:14.400,+65:43:48.00,FRB,20180916B,352.61,3.23,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40363754,,,1,1,2020-03-30,,,297364293.735103,-9.13689694567051,2019-06-04 17:11:39.872,CHIME_FRB_bot,,2020TNSFR.928....1Z,,
155,55883,FRB 20190604E,15:42:24.000,+32:04:12.00,FRB,,1217.98,1.62,pc/cc,26.06,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40229743,,,1,1,2021-06-09,,,297327321.26047206,-31.560527897359023,2019-06-04 06:55:49.821,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
156,55882,FRB 20190604D,13:19:52.800,+15:43:48.00,FRB,,1020.64,1.62,pc/cc,24.85,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40224690,,,1,1,2021-06-09,,,297318676.18798345,-26.447016529959864,2019-06-04 04:31:39.635,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
157,55531,FRB 20190604C,05:09:36.000,+49:18:00.00,FRB,,504.66,12.94,pc/cc,163.82,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40527948,,,1,1,2021-06-09,,,297375450.8061547,-13.076845275522755,2019-06-04 20:17:40.883,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
158,55119,FRB 20190604B,02:07:14.400,+65:43:48.00,FRB,,347.76,1.62,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40363753,,,1,1,2020-03-27,,,297364293.78177714,-9.011222829262858,2019-06-04 17:11:39.793,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
159,55118,FRB 20190604A,14:35:00.000,+53:16:48.00,FRB,20190604A,553.18,3.23,pc/cc,31.65,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40227427,,,1,1,2020-03-27,,,297323385.8948953,-14.334104683378268,2019-06-04 05:49:57.229,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
160,55881,FRB 20190603B,03:16:19.200,+74:16:48.00,FRB,,503.04,1.62,pc/cc,100.51,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40086087,,,1,1,2021-06-09,,,297239109.6021325,-13.034867529423705,2019-06-03 06:25:19.637,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
161,55117,FRB 20190603A,01:56:52.800,+65:43:48.00,FRB,20180916B,347.76,1.62,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,40163166,,,1,1,2020-03-27,,,297277757.38377714,-9.011222829262858,2019-06-03 17:09:23.395,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
162,70386,FRB 20190601D,05:42:55.200,+79:21:00.00,FRB,,669.64,3.23,pc/cc,63.79,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39907990,,,1,1,2021-06-09,,,297118508.7851618,-17.351838208498908,2019-06-01 20:55:23.137,CHIME_FRB_bot,,2021TNSFR2008....1C,,
163,55879,FRB 20190601C,05:54:12.000,+28:19:48.00,FRB,,423.78,3.23,pc/cc,184.63,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39911187,,,1,1,2021-06-09,,,297119611.2529326,-10.98106743324423,2019-06-01 21:13:39.234,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
164,55878,FRB 20190601B,01:11:40.800,+23:58:48.00,FRB,,789.34,12.94,pc/cc,42.18,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39862821,,,1,1,2021-06-09,,,297102686.6664728,-20.453527225817645,2019-06-01 16:31:44.120,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
165,55877,FRB 20190601A,12:40:16.800,+62:43:12.00,FRB,,2228.91,3.23,pc/cc,33.15,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39811269,,,1,1,2021-06-09,,,297057885.1830629,-57.755937072614074,2019-06-01 04:05:39.939,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
166,55876,FRB 20190531E,01:00:57.600,+00:32:24.00,FRB,,328.35,1.62,pc/cc,32.4,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39751753,,,1,1,2021-06-09,,,297016088.8707328,-8.50826724174275,2019-05-31 16:28:14.379,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
167,55874,FRB 20190531C,22:04:33.600,+43:00:00.00,FRB,,477.16,1.62,pc/cc,132.6,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39732581,,,1,1,2021-06-09,,,297005588.3497399,-12.364260079396898,2019-05-31 13:33:17.714,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
168,55873,FRB 20190531B,17:19:33.600,+49:19:48.00,FRB,,166.6,1.62,pc/cc,43.15,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39718470,,,1,1,2021-06-09,,,296988464.3220293,-4.316970679075201,2019-05-31 08:47:45.639,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
169,55872,FRB 20190531A,13:38:45.600,+81:43:12.00,FRB,,325.12,1.62,pc/cc,44.62,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39711184,,,1,1,2021-06-09,,,296975657.10142916,-8.424570871434149,2019-05-31 05:14:22.526,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
170,55871,FRB 20190530A,04:34:45.600,+60:35:24.00,FRB,,554.8,1.62,pc/cc,139.6,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39700571,,,1,1,2021-06-09,,,296942855.86591756,-14.37608242947732,2019-05-30 20:07:47.242,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
171,55870,FRB 20190529A,04:32:16.800,+40:19:12.00,FRB,,703.61,1.62,pc/cc,165.49,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39605658,,,1,1,2021-06-09,,,296856343.73492473,-18.232075267131467,2019-05-29 20:05:58.967,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
172,55869,FRB 20190527C,06:40:50.400,+57:06:36.00,FRB,,535.39,1.62,pc/cc,73.68,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39459959,,,1,1,2021-06-09,,,296691775.6228731,-13.873126841957214,2019-05-27 22:23:06.496,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
173,55868,FRB 20190527B,04:56:14.400,+63:22:48.00,FRB,20181128A,449.66,3.23,pc/cc,88.48,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39443954,,,1,1,2020-03-30,,,296685573.03732514,-11.651674883271038,2019-05-27 20:39:41.689,CHIME_FRB_bot,,2020TNSFR.928....1Z,,
174,55867,FRB 20190527A,00:50:04.800,+08:11:24.00,FRB,,582.3,12.94,pc/cc,33.73,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39405385,,,1,1,2021-06-09,,,296670475.61033237,-15.088667625603177,2019-05-27 16:28:07.699,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
175,55866,FRB 20190520A,18:14:09.600,+26:13:12.00,FRB,,431.87,1.62,pc/cc,79.95,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39374354,,,1,1,2021-06-09,,,296043895.282303,-11.190697041849983,2019-05-20 10:25:03.473,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
176,55865,FRB 20190519J,19:48:48.000,+86:55:12.00,FRB,,642.15,1.62,pc/cc,56.26,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39313092,,,1,1,2021-06-09,,,296003033.9994879,-16.639512134262546,2019-05-19 23:04:07.639,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
177,55863,FRB 20190519H,22:39:50.400,+87:21:36.00,FRB,,1169.45,1.62,pc/cc,58.96,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39240093,,,1,1,2021-06-09,,,295976008.7239906,-30.30300936761401,2019-05-19 15:33:56.027,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
178,55862,FRB 20190519G,20:26:31.200,+72:20:24.00,FRB,,433.49,6.47,pc/cc,73.76,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39218186,,,1,1,2021-06-09,,,295966085.6423252,-11.232674787949033,2019-05-19 12:48:13.875,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
179,55861,FRB 20190519F,11:01:38.400,+77:13:48.00,FRB,,799.04,3.23,pc/cc,42.35,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39189273,,,1,1,2021-06-09,,,295932593.6391245,-20.704875458632944,2019-05-19 03:30:11.344,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
180,55860,FRB 20190519E,11:13:09.600,+41:39:00.00,FRB,,693.91,1.62,pc/cc,27.51,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39189271,,,1,1,2021-06-09,,,295932512.105273,-17.98072703431616,2019-05-19 03:28:47.086,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
181,55859,FRB 20190519D,10:58:19.200,+42:50:24.00,FRB,,538.63,1.62,pc/cc,30.26,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39189242,,,1,1,2021-06-09,,,295931501.44291764,-13.957082334155315,2019-05-19 03:11:52.400,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
182,55116,FRB 20190519C,01:59:21.600,+65:43:48.00,FRB,20180916B,346.14,3.23,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39278417,,,1,1,2020-03-27,,,295985444.16875494,-8.969245083163806,2019-05-19 18:10:50.138,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
183,55115,FRB 20190519B,01:57:33.600,+65:44:24.00,FRB,20180916B,349.38,12.94,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39278375,,,1,1,2020-03-27,,,295985335.4627994,-9.053200575361906,2019-05-19 18:09:01.516,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
184,55114,FRB 20190519A,01:42:60.000,+65:43:48.00,FRB,20180916B,351.0,1.62,pc/cc,93.51,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39275710,,,1,1,2020-03-27,,,295984219.5838217,-9.095178321460958,2019-05-19 17:50:25.679,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
185,55858,FRB 20190518G,06:18:38.400,+75:25:48.00,FRB,,525.69,1.62,pc/cc,63.08,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39176403,,,1,1,2021-06-09,,,295915239.6232214,-13.621778609141913,2019-05-18 22:40:50.245,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
186,55856,FRB 20190518E,01:57:33.600,+65:43:12.00,FRB,,351.0,1.62,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39150809,,,1,1,2021-06-09,,,295899659.89782166,-9.095178321460958,2019-05-18 18:21:05.993,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
187,55855,FRB 20190518D,11:30:55.200,+89:16:12.00,FRB,,202.19,1.62,pc/cc,53.81,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39097648,,,1,1,2021-06-09,,,295866279.08681446,-5.239185483806812,2019-05-18 09:04:41.326,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
188,55854,FRB 20190518C,16:08:09.600,+04:39:00.00,FRB,,444.81,1.62,pc/cc,41.74,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39095517,,,1,1,2021-06-09,,,295863771.12799925,-11.526000766863387,2019-05-18 08:22:59.654,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
189,55853,FRB 20190518B,11:40:36.000,+20:16:48.00,FRB,,913.89,1.62,pc/cc,26.07,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39088888,,,1,1,2021-06-09,,,295847954.08110964,-23.68089035954403,2019-05-18 03:59:34.762,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
190,55113,FRB 20190518A,01:58:19.200,+65:43:48.00,FRB,20180916B,351.0,1.62,pc/cc,104.32,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39150325,,,1,1,2020-03-27,,,295899216.5398217,-9.095178321460958,2019-05-18 18:13:42.635,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
191,70404,FRB 20190517D,22:39:50.400,+41:50:24.00,FRB,,1184.01,6.47,pc/cc,93.47,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39004498,,,1,1,2021-06-09,,,295801117.8087092,-30.68029083872646,2019-05-17 14:59:05.489,CHIME_FRB_bot,,2021TNSFR2008....1C,,
192,55852,FRB 20190517C,05:50:09.600,+26:37:48.00,FRB,,334.82,1.62,pc/cc,187.24,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39069820,,,1,1,2021-06-09,,,295826797.33008087,-8.675919104249454,2019-05-17 22:06:43.006,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
193,55851,FRB 20190517B,04:19:48.000,+73:39:00.00,FRB,20180814A,187.63,6.47,pc/cc,105.7,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,39054070,,,1,1,2020-03-27,,,295821215.133096,-4.861904012694358,2019-05-17 20:33:36.995,CHIME_FRB_bot,,2020TNSFR.892....1Z,,
194,55847,FRB 20190516B,11:09:28.800,+07:21:36.00,FRB,,1235.77,6.47,pc/cc,33.38,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38823503,,,1,1,2021-06-09,,,295673851.3854943,-32.02150573878008,2019-05-16 03:38:00.407,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
195,55112,FRB 20190516A,18:25:50.400,+81:25:12.00,FRB,20190212A,302.47,1.62,pc/cc,52.72,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38833513,,,1,1,2020-03-27,,,295698942.4443402,-7.837659791715943,2019-05-16 10:35:47.282,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
196,55846,FRB 20190515D,04:28:43.200,-05:00:36.00,FRB,,425.4,1.62,pc/cc,47.78,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38794214,,,1,1,2021-06-09,,,295649888.17395484,-11.02304517934328,2019-05-15 20:58:16.197,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
197,55845,FRB 20190515C,02:07:00.000,+20:04:48.00,FRB,20190213A,653.47,6.47,pc/cc,43.05,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38776825,,,1,1,2020-03-31,,,295641213.31416184,-16.932838113176903,2019-05-15 18:33:47.247,CHIME_FRB_bot,,2020TNSFR.934....1Z,,
198,55844,FRB 20190515B,00:03:36.000,+03:24:36.00,FRB,,820.07,1.62,pc/cc,32.69,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38756053,,,1,1,2021-06-09,,,295633720.35519123,-21.249808792252104,2019-05-15 16:28:58.605,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
199,55843,FRB 20190515A,20:40:33.600,+55:28:12.00,FRB,,452.9,12.94,pc/cc,157.2,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38722076,,,1,1,2021-06-09,,,295621651.8943696,-11.735630375469139,2019-05-15 13:07:40.630,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
200,55842,FRB 20190502C,10:22:60.000,+83:15:00.00,FRB,,396.29,1.62,pc/cc,48.21,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38588698,,,1,1,2021-06-09,,,294508568.61925864,-10.268741359007873,2019-05-02 15:56:15.888,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
201,55841,FRB 20190502B,14:07:50.400,+64:29:24.00,FRB,,917.12,1.62,pc/cc,34.1,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38552211,,,1,1,2021-06-09,,,294478228.98441327,-23.76458672985263,2019-05-02 07:30:49.749,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
202,55840,FRB 20190502A,10:59:48.000,+59:57:00.00,FRB,,625.97,1.62,pc/cc,34.91,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38547575,,,1,1,2021-06-09,,,294466993.8857471,-16.22025291705104,2019-05-02 04:23:27.106,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
203,55839,FRB 20190501B,17:25:45.600,+54:22:12.00,FRB,,784.49,1.62,pc/cc,43.49,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38536189,,,1,1,2021-06-09,,,294404011.93414694,-20.327853109409993,2019-05-01 10:53:49.262,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
204,55837,FRB 20190430C,18:31:52.800,+25:14:24.00,FRB,,399.52,1.62,pc/cc,101.93,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38440671,,,1,1,2021-06-09,,,294321223.4565623,-10.352437729316472,2019-04-30 11:53:50.809,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
205,55836,FRB 20190430B,15:50:43.200,+62:16:12.00,FRB,,2617.11,3.23,pc/cc,36.61,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38421789,,,1,1,2021-06-09,,,294311984.2589512,-67.8150488230162,2019-04-30 09:20:49.074,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
206,55529,FRB 20190430A,05:15:31.200,+87:01:12.00,FRB,,349.38,12.94,pc/cc,57.35,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38428745,,,1,1,2021-06-09,,,294317434.5147994,-9.053200575361906,2019-04-30 10:50:40.568,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
207,55835,FRB 20190429B,21:59:52.800,+03:57:36.00,FRB,,297.62,12.94,pc/cc,42.17,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38355275,,,1,1,2021-06-09,,,294248000.34001434,-7.711985675308291,2019-04-29 15:33:25.052,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
208,55834,FRB 20190429A,18:44:19.200,+59:25:48.00,FRB,,470.69,1.62,pc/cc,57.65,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38323159,,,1,1,2021-06-09,,,294235856.8843917,-12.196608216890194,2019-04-29 12:11:06.081,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
209,55833,FRB 20190428A,11:25:31.200,+23:20:24.00,FRB,,968.88,1.62,pc/cc,26.64,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38213566,,,1,1,2021-06-09,,,294123667.37719834,-25.105801629906246,2019-04-28 05:01:29.483,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
210,55832,FRB 20190427A,05:15:52.800,+07:45:36.00,FRB,,454.52,1.62,pc/cc,85.26,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,38176957,,,1,1,2021-06-09,,,294101662.1193919,-11.77760812156819,2019-04-27 22:54:30.897,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
211,55831,FRB 20190426A,07:41:24.000,+59:16:48.00,FRB,,341.29,1.62,pc/cc,55.65,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37984665,,,1,1,2021-06-09,,,293938080.4784291,-8.843570966756156,2019-04-26 01:28:06.322,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
212,55830,FRB 20190425B,15:13:60.000,+88:14:24.00,FRB,,1030.35,1.62,pc/cc,53.23,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37948191,,,1,1,2021-06-09,,,293911524.5703761,-26.698623884664663,2019-04-25 18:05:48.269,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
213,55829,FRB 20190425A,17:04:26.400,+21:34:12.00,FRB,,127.78,1.62,pc/cc,49.25,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37888771,,,1,1,2021-06-09,,,293885273.64194053,-3.311059504034989,2019-04-25 10:47:53.953,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
214,55828,FRB 20190424A,11:13:02.400,+63:44:24.00,FRB,,758.61,1.62,pc/cc,35.4,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37737401,,,1,1,2021-06-09,,,293778278.0077544,-19.657245659383186,2019-04-24 05:04:54.665,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
215,55827,FRB 20190423D,01:56:55.200,+84:47:24.00,FRB,,498.19,6.47,pc/cc,67.24,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37696333,,,1,1,2021-06-09,,,293746213.4138066,-12.909193413016053,2019-04-23 20:10:23.323,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
216,55826,FRB 20190423C,23:10:48.000,+87:11:24.00,FRB,,855.66,1.62,pc/cc,59.62,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37687987,,,1,1,2021-06-09,,,293736970.0079764,-22.172023596983713,2019-04-23 17:36:29.180,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
217,55825,FRB 20190423B,19:51:12.000,+26:22:48.00,FRB,,585.53,3.23,pc/cc,502.05,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37655475,,,1,1,2021-06-09,,,293723507.644636,-15.172363995911779,2019-04-23 13:51:59.817,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
218,55824,FRB 20190423A,11:56:09.600,+54:52:12.00,FRB,,244.24,1.62,pc/cc,31.49,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37637444,,,1,1,2021-06-09,,,293695176.924207,-6.328793029155625,2019-04-23 05:59:40.253,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
219,70400,FRB 20190422B,10:33:04.800,+45:32:24.00,FRB,,975.35,1.62,pc/cc,33.98,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37544968,,,1,1,2021-06-09,,,293603415.1495465,-25.27345349241295,2019-04-22 04:30:37.423,CHIME_FRB_bot,,2021TNSFR2008....1C,,
220,55823,FRB 20190422A,03:14:19.200,+35:09:00.00,FRB,,452.9,12.94,pc/cc,79.75,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37607693,,,1,1,2021-06-09,,,293663597.0113696,-11.735630375469139,2019-04-22 21:13:25.747,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
221,55528,FRB 20190421B,05:32:19.200,+62:20:24.00,FRB,,393.05,1.62,pc/cc,95.16,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37527624,,,1,1,2021-06-09,,,293585259.00421417,-10.18478586680977,2019-04-21 23:27:46.189,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
222,55111,FRB 20190421A,13:52:26.400,+48:15:00.00,FRB,20190303A,226.45,6.47,pc/cc,29.37,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37451017,,,1,1,2020-03-27,,,293529607.6381848,-5.8678151877345694,2019-04-21 08:00:10.506,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
223,55822,FRB 20190420C,16:32:28.800,+37:15:00.00,FRB,,627.59,6.47,pc/cc,35.76,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37358979,,,1,1,2021-06-09,,,293452830.65976936,-16.262230663150095,2019-04-20 10:40:43.922,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
224,55821,FRB 20190420B,06:18:40.800,+70:07:48.00,FRB,,844.33,3.23,pc/cc,67.42,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37342401,,,1,1,2021-06-09,,,293416066.0475615,-21.87843849617986,2019-04-20 00:28:04.926,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
225,55521,FRB 20190420A,07:06:09.600,+55:57:00.00,FRB,,609.8,1.62,pc/cc,65.91,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37345331,,,1,1,2021-06-09,,,293418879.04174715,-15.801252821729037,2019-04-20 01:14:51.843,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
226,55820,FRB 20190419B,17:05:28.800,+86:45:36.00,FRB,,166.6,1.62,pc/cc,52.55,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37338232,,,1,1,2021-06-09,,,293409508.0150293,-4.316970679075201,2019-04-19 22:38:29.332,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
227,55819,FRB 20190419A,06:59:45.600,+64:51:00.00,FRB,,438.34,1.62,pc/cc,62.29,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37262811,,,1,1,2021-06-09,,,293332576.9136511,-11.358348904356685,2019-04-19 01:16:25.272,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
228,55818,FRB 20190418A,04:23:26.400,+16:03:00.00,FRB,,182.78,1.62,pc/cc,70.2,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37253504,,,1,1,2021-06-09,,,293322855.3097701,-4.736229896286706,2019-04-18 22:34:17.046,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
229,55817,FRB 20190417C,03:04:43.200,+71:05:24.00,FRB,,318.65,1.62,pc/cc,122.65,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37129627,,,1,1,2021-06-09,,,293232129.371081,-8.256919008927447,2019-04-17 21:22:14.628,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
230,55816,FRB 20190417B,11:39:19.200,+64:43:12.00,FRB,,1151.66,12.94,pc/cc,35.02,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37059464,,,1,1,2021-06-09,,,293176909.61796844,-29.842031526192955,2019-04-17 06:02:16.460,CHIME_FRB_bot,,2021TNSFR2007....1Z,,
231,55110,FRB 20190417A,19:38:52.800,+59:24:36.00,FRB,20190417A,1378.11,6.47,pc/cc,77.98,NE2001,,,,,CHIMEFRB,CHIMEFRB,,CHIMEFRB,37085135,,,1,1,2020-03-27,,,293205332.00815326,-35.709846713927526,2019-04-17 13:56:04.718,CHIME_FRB_bot,,2020TNSFR.891....1Z,,
